Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
331,Andreas Pereira,br BRA,MF,Fulham,26-307,1996,13,13,1063,11.8,1,4,1,0,0,2,0,0.08,0.34,0.42,0.08,0.42,1.5,1.5,2.7,4.2,0.12,0.23,0.35,0.12,0.35,Matches,6639e500
332,Ayoze Pérez,es ESP,MF,Leicester City,29-098,1993,4,1,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.0,0.25,0.46,0.71,0.25,0.71,Matches,819aa8e7
333,Ivan Periši?,hr CRO,DF,Tottenham,33-275,1989,13,7,653,7.3,0,4,0,0,0,2,0,0.00,0.55,0.55,0.00,0.55,0.5,0.5,2.5,3.0,0.07,0.34,0.41,0.07,0.41,Matches,6fe90922
334,Romain Perraud,fr FRA,DF,Southampton,25-043,1997,11,8,671,7.5,1,2,1,0,0,1,0,0.13,0.27,0.40,0.13,0.40,0.4,0.4,1.3,1.8,0.06,0.18,0.24,0.06,0.24,Matches,6dfd8f05
335,Kalvin Phillips,eng ENG,MF,Manchester City,26-337,1995,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4f565d77
336,Nathaniel Phillips,eng ENG,DF,Liverpool,25-228,1997,1,1,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches,515ebe8d
337,Jordan Pickford,eng ENG,GK,Everton,28-242,1994,12,12,1080,12.0,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches,4806ec67
338,Ethan Pinnock,jm JAM,DF,Brentford,29-159,1993,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches,e541326e
339,Daniel Podence,pt POR,MFFW,Wolves,27-014,1995,13,11,952,10.6,2,0,2,0,0,3,0,0.19,0.00,0.19,0.19,0.19,1.9,1.9,1.5,3.4,0.18,0.14,0.32,0.18,0.32,Matches,7fcc71d8
340,Nick Pope,eng ENG,GK,Newcastle Utd,30-199,1992,13,13,1170,13.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4b40d9ca
341,Dennis Praet,be BEL,MF,Leicester City,28-174,1994,6,2,200,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.10,0.00,0.10,0.10,0.10,Matches,86695068
342,Christian Pulisic,us USA,FWMF,Chelsea,24-047,1998,11,3,363,4.0,1,1,1,0,0,1,0,0.25,0.25,0.50,0.25,0.50,0.9,0.9,0.5,1.4,0.22,0.12,0.34,0.22,0.34,Matches,1bf33a9a
343,Aaron Ramsdale,eng ENG,GK,Arsenal,24-174,1998,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,466fb2c5
344,Jacob Ramsey,eng ENG,MF,Aston Villa,21-160,2001,13,10,863,9.6,1,1,1,0,0,4,0,0.10,0.10,0.21,0.10,0.21,0.9,0.9,1.0,1.8,0.09,0.10,0.19,0.09,0.19,Matches,1544f145
345,Marcus Rashford,eng ENG,FWMF,Manchester Utd,25-004,1997,12,11,946,10.5,4,2,4,0,0,1,0,0.38,0.19,0.57,0.38,0.57,3.7,3.7,2.0,5.7,0.36,0.19,0.55,0.36,0.55,Matches,a1d5bd30
346,David Raya,es ESP,GK,Brentford,27-050,1995,13,13,1170,13.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,98ea5115
347,Tim Ream,us USA,DF,Fulham,35-030,1987,13,13,1167,13.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,28b40c9c
348,Nathan Redmond,eng ENG,DF,Southampton,28-243,1994,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ab651565
349,Harrison Reed,eng ENG,MF,Fulham,27-281,1995,13,13,1085,12.1,2,1,2,0,0,4,0,0.17,0.08,0.25,0.17,0.25,1.0,1.0,1.5,2.5,0.08,0.13,0.21,0.08,0.21,Matches,803ae100
350,Bobby Reid,jm JAM,MFDF,Fulham,29-275,1993,13,13,1121,12.5,3,1,3,0,0,5,0,0.24,0.08,0.32,0.24,0.32,2.5,2.5,0.6,3.1,0.20,0.05,0.25,0.20,0.25,Matches,0f7533cd
351,Declan Rice,eng ENG,MF,West Ham,23-294,1999,13,13,1170,13.0,1,1,1,0,1,2,0,0.08,0.08,0.15,0.08,0.15,1.2,0.4,1.7,2.1,0.09,0.13,0.23,0.03,0.16,Matches,1c7012b8
352,Chris Richards,us USA,DF,Crystal Palace,22-221,2000,3,0,47,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.3,0.14,0.49,0.63,0.14,0.63,Matches,0a3d6d2b
353,Richarlison,br BRA,MFFW,Tottenham,25-178,1997,9,4,371,4.1,0,2,0,0,0,2,0,0.00,0.49,0.49,0.00,0.49,1.5,1.5,1.2,2.7,0.37,0.29,0.66,0.37,0.66,Matches,fa031b34
354,Jaïro Riedewald,nl NED,DFMF,Crystal Palace,26-056,1996,3,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7a1f2c08
355,Matt Ritchie,sct SCO,FW,Newcastle Utd,33-055,1989,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,71ef519e
356,Andrew Robertson,sct SCO,DF,Liverpool,28-238,1994,10,8,686,7.6,0,2,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,0.4,0.4,1.8,2.2,0.05,0.24,0.29,0.05,0.29,Matches,2e4f5f03
357,Antonee Robinson,us USA,DF,Fulham,25-088,1997,11,11,928,10.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.02,0.02,0.00,0.02,Matches,289601e6
358,Marc Roca,es ESP,MF,Leeds United,25-343,1996,12,12,900,10.0,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,0.8,0.8,0.3,1.1,0.08,0.03,0.11,0.08,0.11,Matches,da27e268
359,Marek Rodák,sk SVK,GK,Fulham,25-326,1996,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,17acc2ed
360,Rodri,es ESP,MF,Manchester City,26-135,1996,11,11,942,10.5,0,3,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,1.0,1.0,0.8,1.8,0.10,0.07,0.17,0.10,0.17,Matches,6434f10d
361,Rodrigo,es ESP,FWMF,Leeds United,31-243,1991,11,10,718,8.0,6,1,6,0,0,1,0,0.75,0.13,0.88,0.75,0.88,4.2,4.2,1.2,5.4,0.52,0.15,0.68,0.52,0.68,Matches,1fb1c435
362,Mads Roerslev,dk DEN,DF,Brentford,23-133,1999,5,3,253,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.03,0.19,0.22,0.03,0.22,Matches,57c94db2
363,Cristian Romero,ar ARG,DF,Tottenham,24-191,1998,8,7,658,7.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.9,0.09,0.03,0.12,0.09,0.12,Matches,a3d94a58
364,Oriol Romeu,es ESP,MF,Southampton,31-041,1991,1,1,74,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4b511457
365,Cristiano Ronaldo,pt POR,FW,Manchester Utd,37-272,1985,9,3,435,4.8,1,0,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,1.6,1.6,0.4,2.1,0.34,0.09,0.43,0.34,0.43,Matches,dea698d9
366,Salomón Rondón,ve VEN,FW,Everton,33-049,1989,7,1,109,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.2,1.0,0.66,0.13,0.79,0.66,0.79,Matches,b318a643
