Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34
,,,,,,,Playing Time,,,,Performance,,,,,,,Per 90 Minutes,,,,,Expected,,,,Per 90 Minutes,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
323,Alex Oxlade-Chamberlain,eng ENG,FW,Liverpool,29-082,1993,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,38c7feef
324,João Palhinha,pt POR,MF,Fulham,27-119,1995,12,12,1071,11.9,2,0,2,0,0,5,0,0.17,0.00,0.17,0.17,0.17,0.8,0.8,0.0,0.8,0.06,0.00,0.06,0.06,0.06,Matches,a78ff07f
325,Cole Palmer,eng ENG,MF,Manchester City,20-183,2002,7,0,106,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.06,0.07,0.13,0.06,0.13,Matches,dc7f8a28
326,Emerson Palmieri,it ITA,DFMF,West Ham,28-094,1994,7,3,224,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.01,0.03,0.02,0.03,Matches,e0bc6fdc
327,Lucas Paquetá,br BRA,MFFW,West Ham,25-070,1997,6,5,408,4.5,0,1,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,1.0,1.0,0.4,1.4,0.22,0.08,0.31,0.22,0.31,Matches,9b6f7fd5
328,Thomas Partey,gh GHA,MF,Arsenal,29-145,1993,9,9,779,8.7,2,0,2,0,0,0,0,0.23,0.00,0.23,0.23,0.23,0.7,0.7,0.5,1.2,0.08,0.06,0.14,0.08,0.14,Matches,529f49ab
329,Nathan Patterson,sct SCO,DFMF,Everton,21-020,2001,8,7,657,7.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.05,0.04,0.09,0.05,0.09,Matches,230f0471
330,Ben Pearson,eng ENG,MF,Bournemouth,27-305,1995,4,3,211,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,a6b461e7
331,Andreas Pereira,br BRA,MF,Fulham,26-308,1996,13,13,1063,11.8,1,4,1,0,0,2,0,0.08,0.34,0.42,0.08,0.42,1.5,1.5,2.7,4.2,0.12,0.23,0.35,0.12,0.35,Matches,6639e500
332,Ayoze Pérez,es ESP,MF,Leicester City,29-099,1993,4,1,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.0,0.25,0.46,0.71,0.25,0.71,Matches,819aa8e7
333,Ivan Perišić,hr CRO,DF,Tottenham,33-276,1989,13,7,653,7.3,0,4,0,0,0,2,0,0.00,0.55,0.55,0.00,0.55,0.5,0.5,2.5,3.0,0.07,0.34,0.41,0.07,0.41,Matches,6fe90922
334,Romain Perraud,fr FRA,DF,Southampton,25-044,1997,11,8,671,7.5,1,2,1,0,0,1,0,0.13,0.27,0.40,0.13,0.40,0.4,0.4,1.3,1.8,0.06,0.18,0.24,0.06,0.24,Matches,6dfd8f05
335,Kalvin Phillips,eng ENG,MF,Manchester City,26-338,1995,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4f565d77
336,Nathaniel Phillips,eng ENG,DF,Liverpool,25-229,1997,1,1,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches,515ebe8d
337,Jordan Pickford,eng ENG,GK,Everton,28-243,1994,12,12,1080,12.0,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches,4806ec67
338,Ethan Pinnock,jm JAM,DF,Brentford,29-160,1993,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches,e541326e
339,Daniel Podence,pt POR,MFFW,Wolves,27-015,1995,13,11,952,10.6,2,0,2,0,0,3,0,0.19,0.00,0.19,0.19,0.19,1.9,1.9,1.5,3.4,0.18,0.14,0.32,0.18,0.32,Matches,7fcc71d8
340,Nick Pope,eng ENG,GK,Newcastle Utd,30-200,1992,13,13,1170,13.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4b40d9ca
341,Dennis Praet,be BEL,MF,Leicester City,28-175,1994,6,2,200,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.10,0.00,0.10,0.10,0.10,Matches,86695068
342,Christian Pulisic,us USA,FWMF,Chelsea,24-048,1998,11,3,363,4.0,1,1,1,0,0,1,0,0.25,0.25,0.50,0.25,0.50,0.9,0.9,0.5,1.4,0.22,0.12,0.34,0.22,0.34,Matches,1bf33a9a
343,Aaron Ramsdale,eng ENG,GK,Arsenal,24-175,1998,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,466fb2c5
344,Jacob Ramsey,eng ENG,MF,Aston Villa,21-161,2001,13,10,863,9.6,1,1,1,0,0,4,0,0.10,0.10,0.21,0.10,0.21,0.9,0.9,1.0,1.8,0.09,0.10,0.19,0.09,0.19,Matches,1544f145
345,Marcus Rashford,eng ENG,FWMF,Manchester Utd,25-005,1997,12,11,946,10.5,4,2,4,0,0,1,0,0.38,0.19,0.57,0.38,0.57,3.7,3.7,2.0,5.7,0.36,0.19,0.55,0.36,0.55,Matches,a1d5bd30
346,David Raya,es ESP,GK,Brentford,27-051,1995,13,13,1170,13.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,98ea5115
347,Tim Ream,us USA,DF,Fulham,35-031,1987,13,13,1167,13.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,28b40c9c
348,Nathan Redmond,eng ENG,DF,Southampton,28-244,1994,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ab651565
349,Harrison Reed,eng ENG,MF,Fulham,27-282,1995,13,13,1085,12.1,2,1,2,0,0,4,0,0.17,0.08,0.25,0.17,0.25,1.0,1.0,1.5,2.5,0.08,0.13,0.21,0.08,0.21,Matches,803ae100
350,Bobby Reid,jm JAM,MFDF,Fulham,29-276,1993,13,13,1121,12.5,3,1,3,0,0,5,0,0.24,0.08,0.32,0.24,0.32,2.5,2.5,0.6,3.1,0.20,0.05,0.25,0.20,0.25,Matches,0f7533cd
351,Declan Rice,eng ENG,MF,West Ham,23-295,1999,13,13,1170,13.0,1,1,1,0,1,2,0,0.08,0.08,0.15,0.08,0.15,1.2,0.4,1.7,2.1,0.09,0.13,0.23,0.03,0.16,Matches,1c7012b8
352,Chris Richards,us USA,DF,Crystal Palace,22-222,2000,3,0,47,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.3,0.14,0.49,0.63,0.14,0.63,Matches,0a3d6d2b
353,Richarlison,br BRA,MFFW,Tottenham,25-179,1997,9,4,371,4.1,0,2,0,0,0,2,0,0.00,0.49,0.49,0.00,0.49,1.5,1.5,1.2,2.7,0.37,0.29,0.66,0.37,0.66,Matches,fa031b34
354,Jaïro Riedewald,nl NED,DFMF,Crystal Palace,26-057,1996,3,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7a1f2c08
355,Matt Ritchie,sct SCO,FW,Newcastle Utd,33-056,1989,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,71ef519e
356,Andrew Robertson,sct SCO,DF,Liverpool,28-239,1994,10,8,686,7.6,0,2,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,0.4,0.4,1.8,2.2,0.05,0.24,0.29,0.05,0.29,Matches,2e4f5f03
357,Antonee Robinson,us USA,DF,Fulham,25-089,1997,11,11,928,10.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.02,0.02,0.00,0.02,Matches,289601e6
358,Marc Roca,es ESP,MF,Leeds United,25-344,1996,12,12,900,10.0,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,0.8,0.8,0.3,1.1,0.08,0.03,0.11,0.08,0.11,Matches,da27e268
359,Marek Rodák,sk SVK,GK,Fulham,25-327,1996,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,17acc2ed
360,Rodri,es ESP,MF,Manchester City,26-136,1996,11,11,942,10.5,0,3,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,1.0,1.0,0.8,1.8,0.10,0.07,0.17,0.10,0.17,Matches,6434f10d
361,Rodrigo,es ESP,FWMF,Leeds United,31-244,1991,11,10,718,8.0,6,1,6,0,0,1,0,0.75,0.13,0.88,0.75,0.88,4.2,4.2,1.2,5.4,0.52,0.15,0.68,0.52,0.68,Matches,1fb1c435
362,Mads Roerslev,dk DEN,DF,Brentford,23-134,1999,5,3,253,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.03,0.19,0.22,0.03,0.22,Matches,57c94db2
363,Cristian Romero,ar ARG,DF,Tottenham,24-192,1998,8,7,658,7.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.9,0.09,0.03,0.12,0.09,0.12,Matches,a3d94a58
364,Oriol Romeu,es ESP,MF,Southampton,31-042,1991,1,1,74,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4b511457
365,Cristiano Ronaldo,pt POR,FW,Manchester Utd,37-273,1985,9,3,435,4.8,1,0,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,1.6,1.6,0.4,2.1,0.34,0.09,0.43,0.34,0.43,Matches,dea698d9
366,Salomón Rondón,ve VEN,FW,Everton,33-050,1989,7,1,109,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.2,1.0,0.66,0.13,0.79,0.66,0.79,Matches,b318a643
367,Joe Rothwell,eng ENG,MF,Bournemouth,27-298,1995,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,10a10454
368,José Sá,pt POR,GK,Wolves,29-292,1993,13,13,1170,13.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,903b6e8b
369,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,25-238,1997,6,4,360,4.0,1,2,1,0,0,1,0,0.25,0.50,0.75,0.25,0.75,0.8,0.8,1.1,2.0,0.21,0.29,0.49,0.21,0.49,Matches,2b16cb1a
370,Bukayo Saka,eng ENG,MFFW,Arsenal,21-061,2001,12,12,992,11.0,4,5,3,1,1,2,0,0.36,0.45,0.82,0.27,0.73,4.3,3.7,1.8,5.5,0.39,0.16,0.56,0.34,0.50,Matches,bc7dc64d
371,Mohamed Salah,eg EGY,FWMF,Liverpool,30-143,1992,12,12,1057,11.7,4,3,4,0,0,0,0,0.34,0.26,0.60,0.34,0.60,5.6,5.6,2.2,7.8,0.48,0.19,0.67,0.48,0.67,Matches,e342ad68
372,William Saliba,fr FRA,DF,Arsenal,21-226,2001,12,12,1065,11.8,2,1,2,0,0,4,0,0.17,0.08,0.25,0.17,0.25,0.3,0.3,0.9,1.2,0.03,0.07,0.10,0.03,0.10,Matches,972aeb2a
373,Mohammed Salisu,gh GHA,DF,Southampton,23-202,1999,12,12,1080,12.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.04,0.01,0.05,0.04,0.05,Matches,0b33f6ad
374,Albert Sambi Lokonga,be BEL,MF,Arsenal,23-014,1999,6,2,198,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,1b4f1169
375,Davinson Sánchez,co COL,DF,Tottenham,26-146,1996,9,6,497,5.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.06,0.02,0.07,0.06,0.07,Matches,da7b447d
376,Robert Sánchez,es ESP,GK,Brighton,24-352,1997,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,6a713852
377,Jadon Sancho,eng ENG,MFFW,Manchester Utd,22-225,2000,10,10,714,7.9,2,1,2,0,0,0,0,0.25,0.13,0.38,0.25,0.38,1.6,1.6,0.8,2.5,0.21,0.10,0.31,0.21,0.31,Matches,dbf053da
378,Jeremy Sarmiento,ec ECU,MFFW,Brighton,20-142,2002,2,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.48,0.00,0.48,0.48,0.48,Matches,ac0d576d
379,Gianluca Scamacca,it ITA,FW,West Ham,23-308,1999,11,7,620,6.9,2,0,2,0,0,2,0,0.29,0.00,0.29,0.29,0.29,1.8,1.8,0.6,2.4,0.26,0.09,0.35,0.26,0.35,Matches,8790f988
380,Fabian Schär,ch SUI,DF,Newcastle Utd,30-320,1991,12,12,1063,11.8,1,0,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,0.9,0.9,0.3,1.2,0.07,0.03,0.10,0.07,0.10,Matches,c8aa95da
381,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,29-317,1992,12,10,914,10.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.3,1.0,0.07,0.03,0.10,0.07,0.10,Matches,3312f911
382,Nélson Semedo,pt POR,DF,Wolves,28-354,1993,11,6,564,6.3,0,1,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,0.0,0.0,0.2,0.2,0.01,0.03,0.04,0.01,0.04,Matches,d04b94db
383,Marcos Senesi,ar ARG,DF,Bournemouth,25-179,1997,10,9,762,8.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.01,0.03,0.02,0.03,Matches,35141f4c
384,Ryan Sessegnon,eng ENG,DF,Tottenham,22-171,2000,11,7,595,6.6,2,0,2,0,0,3,0,0.30,0.00,0.30,0.30,0.30,1.3,1.3,0.6,1.9,0.19,0.09,0.28,0.19,0.28,Matches,6aa3e78b
385,Luke Shaw,eng ENG,DF,Manchester Utd,27-116,1995,8,7,629,7.0,0,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,0.9,1.0,0.02,0.12,0.15,0.02,0.15,Matches,9c94165b
386,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,30-251,1992,2,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3727dd3c
387,Bernardo Silva,pt POR,MFFW,Manchester City,28-087,1994,12,10,888,9.9,2,5,2,0,0,0,0,0.20,0.51,0.71,0.20,0.71,1.2,1.2,1.5,2.7,0.12,0.15,0.27,0.12,0.27,Matches,3eb22ec9
388,Thiago Silva,br BRA,DF,Chelsea,38-044,1984,10,10,900,10.0,0,2,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.3,0.3,0.4,0.6,0.03,0.04,0.06,0.03,0.06,Matches,86e7deaf
389,Luis Sinisterra,co COL,MF,Leeds United,23-141,1999,9,6,453,5.0,2,0,2,0,0,3,1,0.40,0.00,0.40,0.40,0.40,1.5,1.5,0.2,1.7,0.29,0.04,0.34,0.29,0.34,Matches,8e16dd48
390,Oliver Skipp,eng ENG,MF,Tottenham,22-050,2000,6,2,130,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.04,0.17,0.21,0.04,0.21,Matches,6250083a
391,Adam Smith,eng ENG,DF,Bournemouth,31-190,1991,13,13,1125,12.5,0,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.4,0.4,0.3,0.7,0.03,0.03,0.06,0.03,0.06,Matches,20b104bc
392,Emile Smith Rowe,eng ENG,MF,Arsenal,22-100,2000,4,0,51,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.16,0.50,0.66,0.16,0.66,Matches,17695062
393,Cédric Soares,pt POR,DF,Arsenal,31-066,1991,1,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,839c14e1
394,Dominic Solanke,eng ENG,FWMF,Bournemouth,25-052,1997,11,10,891,9.9,2,3,2,0,0,0,0,0.20,0.30,0.51,0.20,0.51,1.7,1.7,1.0,2.7,0.17,0.10,0.28,0.17,0.28,Matches,e77dc3b2
395,Manor Solomon,il ISR,MF,Fulham,23-104,1999,1,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,886f9aac
396,Tomáš Souček,cz CZE,MF,West Ham,27-251,1995,13,13,1170,13.0,1,1,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15,2.4,2.4,0.6,3.1,0.19,0.05,0.23,0.19,0.23,Matches,6613c819
397,Boubakary Soumaré,fr FRA,MF,Leicester City,23-251,1999,9,7,531,5.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.01,0.01,0.01,0.01,Matches,ae59b359
398,Çağlar Söyüncü,tr TUR,DF,Leicester City,26-166,1996,1,1,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,21166ff4
399,Djed Spence,eng ENG,DFMF,Tottenham,22-088,2000,3,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,1.45,0.00,1.45,1.45,1.45,Matches,9bc9a519
400,Jack Stacey,eng ENG,DFMF,Bournemouth,26-213,1996,5,1,116,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,558807c0
401,Junior Stanislas,eng ENG,MF,Bournemouth,32-344,1989,3,0,58,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.06,0.20,0.26,0.06,0.26,Matches,6992791d
402,Jay Stansfield,eng ENG,MF,Fulham,19-346,2002,3,1,87,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.26,0.09,0.35,0.26,0.35,Matches,b2626673
403,Jack Stephens,eng ENG,DF,Southampton,28-282,1994,2,0,46,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,6adbc307
404,Jack Stephens,eng ENG,DFMF,Bournemouth,28-282,1994,2,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,6adbc307
405,Raheem Sterling,eng ENG,FWMF,Chelsea,27-332,1994,11,10,860,9.6,3,1,3,0,0,2,0,0.31,0.10,0.42,0.31,0.42,3.0,3.0,2.1,5.1,0.31,0.21,0.53,0.31,0.53,Matches,b400bde0
406,John Stones,eng ENG,DF,Manchester City,28-161,1994,7,6,551,6.1,0,2,0,0,0,1,0,0.00,0.33,0.33,0.00,0.33,0.2,0.2,1.1,1.3,0.04,0.18,0.22,0.04,0.22,Matches,5eecec3d
407,Pascal Struijk,nl NED,DF,Leeds United,23-086,1999,11,11,984,10.9,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,0.8,0.8,2.1,2.9,0.07,0.19,0.26,0.07,0.26,Matches,f4d296e4
408,Crysencio Summerville,nl NED,MF,Leeds United,21-006,2001,8,2,293,3.3,2,0,2,0,0,1,0,0.61,0.00,0.61,0.61,0.61,0.5,0.5,0.0,0.6,0.16,0.01,0.18,0.16,0.18,Matches,df04eb4b
409,Sam Surridge,eng ENG,FW,Nott'ham Forest,24-100,1998,6,1,125,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.12,0.04,0.16,0.12,0.16,Matches,b017b770
410,Matt Targett,eng ENG,DF,Newcastle Utd,27-048,1995,9,4,422,4.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.07,0.07,0.00,0.07,Matches,e514ab62
411,James Tarkowski,eng ENG,DF,Everton,29-351,1992,13,13,1170,13.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,1.4,0.05,0.05,0.11,0.05,0.11,Matches,15ea812b
412,Marcus Tavernier,eng ENG,MFDF,Bournemouth,23-228,1999,13,13,1114,12.4,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,0.9,0.9,0.9,1.8,0.07,0.08,0.15,0.07,0.15,Matches,5c0da4a4
413,Kenny Tete,nl NED,DF,Fulham,27-027,1995,8,7,618,6.9,0,3,0,0,0,4,0,0.00,0.44,0.44,0.00,0.44,0.1,0.1,0.3,0.4,0.01,0.04,0.05,0.01,0.05,Matches,77d7c96f
414,Luke Thomas,eng ENG,DF,Leicester City,21-148,2001,3,2,183,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,fc027d02
415,Youri Tielemans,be BEL,MF,Leicester City,25-182,1997,13,12,1022,11.4,2,1,1,1,1,1,0,0.18,0.09,0.26,0.09,0.18,1.1,0.3,2.0,2.3,0.10,0.18,0.27,0.03,0.21,Matches,56f7a928
416,Kieran Tierney,sct SCO,DF,Arsenal,25-153,1997,11,3,341,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.07,0.03,0.10,0.07,0.10,Matches,fce2302c
417,Harry Toffolo,eng ENG,DF,Nott'ham Forest,27-078,1995,8,6,577,6.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.02,0.07,0.09,0.02,0.09,Matches,a105d46a
418,Takehiro Tomiyasu,jp JPN,DF,Arsenal,24-000,1998,11,4,410,4.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,Matches,b3af9be1
419,James Tomkins,eng ENG,DF,Crystal Palace,33-221,1989,1,0,48,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e7ca0439
420,Ivan Toney,eng ENG,FW,Brentford,26-234,1996,13,13,1170,13.0,8,2,5,3,3,5,0,0.62,0.15,0.77,0.38,0.54,7.0,4.7,2.0,6.7,0.54,0.16,0.70,0.36,0.52,Matches,e09f279b
421,Adama Traoré,es ESP,MF,Wolves,26-284,1996,10,5,509,5.7,1,0,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,0.5,0.5,0.8,1.3,0.09,0.13,0.23,0.09,0.23,Matches,9a28eba4
422,Boubacar Traoré,ml MLI,MF,Wolves,21-077,2001,6,2,205,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,999ceb5f
423,Mark Travers,ie IRL,GK,Bournemouth,23-171,1999,6,5,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,fe558029
424,Kieran Trippier,eng ENG,DF,Newcastle Utd,32-047,1990,13,13,1155,12.8,1,2,1,0,0,2,0,0.08,0.16,0.23,0.08,0.23,0.4,0.4,3.4,3.7,0.03,0.26,0.29,0.03,0.29,Matches,21512407
425,Leandro Trossard,be BEL,MFDF,Brighton,27-336,1994,12,12,1003,11.1,7,1,7,0,0,1,0,0.63,0.09,0.72,0.63,0.72,4.2,4.2,1.5,5.7,0.38,0.14,0.51,0.38,0.51,Matches,38ceb24a
426,Kostas Tsimikas,gr GRE,DF,Liverpool,26-177,1996,9,4,362,4.0,0,3,0,0,0,1,0,0.00,0.75,0.75,0.00,0.75,0.2,0.2,0.6,0.8,0.06,0.14,0.19,0.06,0.19,Matches,f315ca93
427,Deniz Undav,de GER,FWMF,Brighton,26-109,1996,6,0,60,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.61,0.25,0.87,0.61,0.87,Matches,dd549382
428,Yan Valery,tn TUN,DF,Southampton,23-256,1999,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,531a4aa8
429,Virgil van Dijk,nl NED,DF,Liverpool,31-120,1991,12,12,1080,12.0,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.8,0.8,0.0,0.8,0.07,0.00,0.07,0.07,0.07,Matches,e06683ca
430,Raphaël Varane,fr FRA,DF,Manchester Utd,29-194,1993,10,8,684,7.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches,9f8e9423
431,Jamie Vardy,eng ENG,FW,Leicester City,35-298,1987,13,8,708,7.9,1,4,1,0,0,1,0,0.13,0.51,0.64,0.13,0.64,2.0,2.0,0.4,2.4,0.25,0.06,0.31,0.25,0.31,Matches,45963054
432,Joël Veltman,nl NED,DF,Brighton,30-294,1992,11,11,914,10.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.05,0.02,0.07,0.05,0.07,Matches,dad4b285
