Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34
,,,,,,,Playing Time,,,,Performance,,,,,,,Per 90 Minutes,,,,,Expected,,,,Per 90 Minutes,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
214,Jorginho,it ITA,MF,Chelsea,30-320,1991,11,9,723,8.0,2,0,0,2,2,2,0,0.25,0.00,0.25,0.00,0.00,1.7,0.1,0.2,0.3,0.21,0.03,0.24,0.01,0.04,Matches,45db685d
215,Diogo Jota,pt POR,MFFW,Liverpool,25-336,1996,4,2,196,2.2,0,1,0,0,0,1,0,0.00,0.46,0.46,0.00,0.46,0.8,0.8,0.8,1.6,0.35,0.38,0.73,0.35,0.73,Matches,178ae8f8
216,James Justin,eng ENG,DF,Leicester City,24-255,1998,13,13,1162,12.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.02,0.03,0.05,0.02,0.05,Matches,fb614c44
217,Mathias Jørgensen,dk DEN,DF,Brentford,32-196,1990,6,4,357,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.11,0.01,0.12,0.11,0.12,Matches,0db5d2c8
218,Sasa Kalajdzic,at AUT,FW,Wolves,25-121,1997,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.53,0.00,0.53,0.53,0.53,Matches,15f24fe7
219,Boubacar Kamara,fr FRA,MF,Aston Villa,22-347,1999,7,7,566,6.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.02,0.00,0.02,Matches,cc77354e
220,Harry Kane,eng ENG,FW,Tottenham,29-100,1993,13,13,1155,12.8,10,1,8,2,3,4,0,0.78,0.08,0.86,0.62,0.70,8.9,6.5,2.3,8.8,0.69,0.18,0.87,0.51,0.69,Matches,21a66f6a
221,N'Golo Kanté,fr FRA,MF,Chelsea,31-221,1991,2,2,174,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.05,0.13,0.18,0.05,0.18,Matches,b9fbae28
222,Michael Keane,eng ENG,DF,Everton,29-298,1993,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c5b7c315
223,Neeskens Kebano,cd COD,MF,Fulham,30-240,1992,12,9,713,7.9,0,3,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,0.5,0.5,1.4,1.8,0.06,0.17,0.23,0.06,0.23,Matches,18b999f4
224,Thilo Kehrer,de GER,DF,West Ham,26-045,1996,11,11,990,11.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matches,51dbeea9
225,Lloyd Kelly,eng ENG,DF,Bournemouth,24-030,1998,5,5,450,5.0,0,2,0,0,0,0,0,0.00,0.40,0.40,0.00,0.40,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches,f31def1e
226,Max Kilman,eng ENG,DF,Wolves,25-166,1997,13,13,1170,13.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.04,0.00,0.04,0.04,0.04,Matches,d0f72bf1
227,Mateusz Klich,pl POL,MFFW,Leeds United,32-145,1990,11,0,199,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.06,0.09,0.15,0.06,0.15,Matches,282679b4
228,Robin Koch,de GER,DF,Leeds United,26-111,1996,12,12,1035,11.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches,ea6bc03a
229,Ibrahima Konaté,fr FRA,DF,Liverpool,23-164,1999,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5ed9b537
230,Ezri Konsa,eng ENG,DF,Aston Villa,25-013,1997,13,12,1081,12.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,0.9,0.04,0.04,0.08,0.04,0.08,Matches,0313a347
231,Kalidou Koulibaly,sn SEN,DF,Chelsea,31-138,1991,8,7,652,7.2,1,0,1,0,0,3,1,0.14,0.00,0.14,0.14,0.14,0.4,0.4,0.2,0.5,0.05,0.02,0.07,0.05,0.07,Matches,da974c7b
232,Cheikhou Kouyaté,sn SEN,MFDF,Nott'ham Forest,32-319,1989,10,7,569,6.3,1,0,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16,0.3,0.3,0.4,0.7,0.05,0.06,0.11,0.05,0.11,Matches,8d3c902d
233,Mateo Kovačić,hr CRO,MF,Chelsea,28-183,1994,9,4,532,5.9,0,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,0.3,0.3,0.5,0.8,0.05,0.08,0.13,0.05,0.13,Matches,79c0821a
234,Emil Krafth,se SWE,DF,Newcastle Utd,28-095,1994,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,77cf6852
235,Dejan Kulusevski,se SWE,MF,Tottenham,22-194,2000,7,6,499,5.5,1,3,1,0,0,0,0,0.18,0.54,0.72,0.18,0.72,0.8,0.8,1.6,2.3,0.14,0.28,0.42,0.14,0.42,Matches,df3cda47
236,Layvin Kurzawa,fr FRA,DF,Fulham,30-062,1992,1,1,44,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,41e7ef1c
237,Adam Lallana,eng ENG,MFFW,Brighton,34-179,1988,9,6,421,4.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.11,0.12,0.24,0.11,0.24,Matches,99813635
238,Tariq Lamptey,gh GHA,DFMF,Brighton,22-036,2000,10,0,178,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,f4e433d4
239,Manuel Lanzini,ar ARG,MF,West Ham,29-263,1993,4,1,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches,26f6dca8
240,Aymeric Laporte,es ESP,DF,Manchester City,28-162,1994,3,2,196,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.05,0.02,0.07,0.05,0.07,Matches,119b9a8e
241,Juan Larios,es ESP,DF,Southampton,18-297,2004,4,1,119,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,cf7fb13a
242,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,28-359,1993,4,1,107,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06,Matches,450ab6fc
243,Roméo Lavia,be BEL,MF,Southampton,18-303,2004,5,5,419,4.7,1,0,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,0.2,0.2,0.1,0.3,0.04,0.03,0.07,0.04,0.07,Matches,ecad9aa5
244,Clément Lenglet,fr FRA,DF,Tottenham,27-141,1995,6,5,425,4.7,0,1,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,0.4,0.4,0.4,0.8,0.08,0.08,0.16,0.08,0.16,Matches,4f28a6ff
245,Bernd Leno,de GER,GK,Fulham,30-246,1992,11,11,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2628fd2b
246,Jefferson Lerma,co COL,MFDF,Bournemouth,28-011,1994,13,13,1170,13.0,2,0,2,0,0,2,0,0.15,0.00,0.15,0.15,0.15,1.1,1.1,0.2,1.2,0.08,0.01,0.09,0.08,0.09,Matches,9b5ce51a
247,Jamal Lewis,nir NIR,DF,Newcastle Utd,24-284,1998,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,efb9215a
248,Rico Lewis,eng ENG,DFMF,Manchester City,17-349,2004,3,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b57e066e
249,Keane Lewis-Potter,eng ENG,FWMF,Brentford,21-256,2001,6,2,228,2.5,0,1,0,0,0,0,0,0.00,0.39,0.39,0.00,0.39,0.5,0.5,1.2,1.7,0.19,0.49,0.68,0.19,0.68,Matches,41f08ac8
250,Victor Lindelöf,se SWE,DF,Manchester Utd,28-111,1994,3,1,172,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f5deef4c
251,Jesse Lingard,eng ENG,MFFW,Nott'ham Forest,29-325,1992,11,9,717,8.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.4,1.3,0.11,0.05,0.16,0.11,0.16,Matches,810e3c74
252,Diego Llorente,es ESP,DF,Leeds United,29-081,1993,7,7,630,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.10,0.00,0.10,0.10,0.10,Matches,bba30585
253,Hugo Lloris,fr FRA,GK,Tottenham,35-314,1986,13,13,1170,13.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8f62b6ee
254,Renan Lodi,br BRA,DF,Nott'ham Forest,24-211,1998,6,5,420,4.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.08,0.03,0.11,0.08,0.11,Matches,ed9f7cfe
255,Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,26-286,1996,12,10,871,9.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.9,1.8,0.09,0.09,0.18,0.09,0.18,Matches,e97fd090
256,Sean Longstaff,eng ENG,MF,Newcastle Utd,25-006,1997,13,9,876,9.7,1,2,1,0,0,1,0,0.10,0.21,0.31,0.10,0.31,0.7,0.7,1.8,2.4,0.07,0.18,0.25,0.07,0.25,Matches,a2b105e0
257,Jamal Lowe,jm JAM,FW,Bournemouth,28-107,1994,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b2856bc0
258,Douglas Luiz,br BRA,MF,Aston Villa,24-180,1998,12,8,758,8.4,1,1,1,0,0,1,1,0.12,0.12,0.24,0.12,0.24,0.2,0.2,1.1,1.3,0.03,0.13,0.16,0.03,0.16,Matches,6f7d826d
259,Lyanco,br BRA,DF,Southampton,25-277,1997,6,2,217,2.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches,b5bf1770
260,Alexis Mac Allister,ar ARG,MF,Brighton,23-316,1998,12,12,1076,12.0,4,0,1,3,3,4,0,0.33,0.00,0.33,0.08,0.08,3.0,0.6,0.6,1.3,0.25,0.05,0.31,0.05,0.11,Matches,83d074ff
261,James Maddison,eng ENG,MFFW,Leicester City,25-347,1996,11,11,984,10.9,6,2,6,0,0,5,0,0.55,0.18,0.73,0.55,0.73,1.9,1.9,2.1,3.9,0.17,0.19,0.36,0.17,0.36,Matches,ee38d9c5
262,Harry Maguire,eng ENG,DF,Manchester Utd,29-245,1993,4,3,281,3.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.07,0.01,0.08,0.07,0.08,Matches,d8931174
263,Riyad Mahrez,dz ALG,MFFW,Manchester City,31-257,1991,9,4,372,4.1,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,1.2,1.2,0.5,1.6,0.28,0.11,0.39,0.28,0.39,Matches,892d5bb1
264,Ainsley Maitland-Niles,eng ENG,MF,Southampton,25-068,1997,5,3,290,3.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e3a5814e
265,Tyrell Malacia,nl NED,DF,Manchester Utd,23-080,1999,7,5,451,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,6b6c793c
266,Orel Mangala,be BEL,MF,Nott'ham Forest,24-232,1998,7,3,267,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.02,0.08,0.06,0.08,Matches,a572e291
267,Sekou Mara,fr FRA,FWMF,Southampton,20-098,2002,9,2,214,2.4,0,1,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42,0.7,0.7,0.5,1.2,0.29,0.21,0.50,0.29,0.50,Matches,3544641e
268,Solly March,eng ENG,DFMF,Brighton,28-108,1994,12,12,1034,11.5,0,2,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,2.3,2.3,1.1,3.4,0.20,0.10,0.30,0.20,0.30,Matches,bb5fbd2b
269,Emiliano Marcondes,dk DEN,MF,Bournemouth,27-241,1995,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4d960fc3
270,Marquinhos,br BRA,MF,Arsenal,19-212,2003,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,59878425
271,Anthony Martial,fr FRA,FW,Manchester Utd,26-335,1995,3,1,105,1.2,2,2,1,1,1,0,0,1.71,1.71,3.43,0.86,2.57,1.3,0.5,0.7,1.2,1.09,0.62,1.70,0.41,1.03,Matches,8b788c01
272,Martinelli,br BRA,MFFW,Arsenal,21-140,2001,12,12,1002,11.1,5,2,5,0,0,1,0,0.45,0.18,0.63,0.45,0.63,2.8,2.8,3.0,5.8,0.25,0.27,0.52,0.25,0.52,Matches,48a5a5d6
273,Emiliano Martínez,ar ARG,GK,Aston Villa,30-064,1992,13,13,1114,12.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches,7956236f
274,Lisandro Martínez,ar ARG,DF,Manchester Utd,24-291,1998,12,12,1024,11.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches,bac46a10
275,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,25-130,1997,10,2,251,2.8,1,0,1,0,0,2,0,0.36,0.00,0.36,0.36,0.36,1.2,1.2,0.5,1.7,0.42,0.18,0.60,0.42,0.60,Matches,50e6dc35
276,Joël Matip,cm CMR,DF,Liverpool,31-089,1991,4,3,259,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b217ef29
277,Neal Maupay,fr FRA,FW,Everton,26-083,1996,8,5,450,5.0,1,0,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,1.6,1.6,0.4,2.1,0.32,0.09,0.41,0.32,0.41,Matches,4bcf39f6
278,Kevin Mbabu,ch SUI,DF,Fulham,27-200,1995,5,1,133,1.5,0,1,0,0,0,1,0,0.00,0.68,0.68,0.00,0.68,0.0,0.0,0.4,0.4,0.00,0.27,0.27,0.00,0.27,Matches,493924a7
279,Bryan Mbeumo,cm CMR,FW,Brentford,23-090,1999,13,13,967,10.7,2,1,2,0,0,1,0,0.19,0.09,0.28,0.19,0.28,2.6,2.6,1.3,4.0,0.25,0.12,0.37,0.25,0.37,Matches,6afaebf2
280,John McGinn,sct SCO,MF,Aston Villa,28-018,1994,13,11,945,10.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.7,1.7,0.10,0.07,0.17,0.10,0.17,Matches,90f91999
281,Scott McKenna,sct SCO,DF,Nott'ham Forest,25-358,1996,13,13,1170,13.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.9,0.01,0.06,0.07,0.01,0.07,Matches,4e5a4cbc
282,Dwight McNeil,eng ENG,FWMF,Everton,22-348,1999,13,6,590,6.6,2,0,2,0,0,2,0,0.31,0.00,0.31,0.31,0.31,0.5,0.5,1.1,1.6,0.08,0.16,0.24,0.08,0.24,Matches,fc15fb84
283,Scott McTominay,sct SCO,MF,Manchester Utd,25-332,1996,11,6,604,6.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.06,0.03,0.09,0.06,0.09,Matches,d93c2511
284,Ben Mee,eng ENG,DF,Brentford,33-045,1989,12,12,1028,11.4,2,0,2,0,0,1,0,0.18,0.00,0.18,0.18,0.18,1.2,1.2,0.1,1.3,0.11,0.00,0.11,0.11,0.11,Matches,8df7a2fb
285,Edouard Mendy,sn SEN,GK,Chelsea,30-249,1992,7,6,585,6.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,33887998
286,Nampalys Mendy,sn SEN,MF,Leicester City,30-135,1992,4,0,128,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,1598599e
287,Chris Mepham,wls WAL,DF,Bournemouth,25-000,1997,13,13,1161,12.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.02,0.00,0.02,0.02,0.02,Matches,fed96827
288,Illan Meslier,fr FRA,GK,Leeds United,22-248,2000,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,6b625ac2
289,Alexander Mighten,eng ENG,MF,Nott'ham Forest,20-208,2002,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,10ec4169
290,Luka Milivojević,rs SRB,MF,Crystal Palace,31-212,1991,8,2,265,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.08,0.01,0.09,0.08,0.09,Matches,2ce2508a
291,James Milner,eng ENG,DFMF,Liverpool,36-305,1986,11,4,446,5.0,0,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,0.3,0.3,0.7,1.0,0.07,0.14,0.21,0.07,0.21,Matches,2f90f6b8
292,Yerry Mina,co COL,DF,Everton,28-043,1994,1,1,69,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,6d5701f2
293,Tyrone Mings,eng ENG,DF,Aston Villa,29-237,1993,11,11,990,11.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches,8397a50c
294,Tyrick Mitchell,eng ENG,DF,Crystal Palace,23-065,1999,12,10,828,9.2,0,2,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,0.0,0.0,0.5,0.5,0.00,0.06,0.06,0.00,0.06,Matches,5cbd1eb0
295,Kaoru Mitoma,jp JPN,MFDF,Brighton,25-169,1997,8,1,225,2.5,0,1,0,0,0,0,0,0.00,0.40,0.40,0.00,0.40,0.0,0.0,2.1,2.1,0.02,0.84,0.86,0.02,0.86,Matches,74618572
296,Aleksandar Mitrović,rs SRB,FW,Fulham,28-050,1994,12,12,1017,11.3,9,0,6,3,4,4,0,0.80,0.00,0.80,0.53,0.53,7.7,4.6,1.3,6.0,0.69,0.12,0.81,0.41,0.53,Matches,3925dbd6
297,Kieffer Moore,wls WAL,FW,Bournemouth,30-089,1992,13,6,593,6.6,3,0,3,0,0,0,0,0.46,0.00,0.46,0.46,0.46,0.7,0.7,0.3,1.0,0.11,0.04,0.15,0.11,0.15,Matches,01ce9e70
298,Mason Mount,eng ENG,MF,Chelsea,23-299,1999,12,11,881,9.8,2,2,2,0,0,2,0,0.20,0.20,0.41,0.20,0.41,1.5,1.5,1.5,3.0,0.15,0.15,0.30,0.15,0.30,Matches,9674002f
299,Lucas Moura,br BRA,MFDF,Tottenham,30-084,1992,6,0,94,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.04,0.13,0.08,0.13,Matches,2b622f01
300,João Moutinho,pt POR,MF,Wolves,36-058,1986,11,9,840,9.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.5,2.3,0.09,0.16,0.24,0.09,0.24,Matches,f5a00fa4
301,Jacob Murphy,eng ENG,FW,Newcastle Utd,27-254,1995,13,4,420,4.7,1,0,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,0.8,0.8,0.5,1.3,0.17,0.12,0.29,0.17,0.29,Matches,de112b84
302,Enock Mwepu,zm ZAM,FWMF,Brighton,24-308,1998,6,2,213,2.4,0,1,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42,0.2,0.2,0.5,0.7,0.09,0.20,0.29,0.09,0.29,Matches,1d5cab82
303,Vitaliy Mykolenko,ua UKR,DFMF,Everton,23-160,1999,13,13,1165,12.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.03,0.03,0.06,0.03,0.06,Matches,30d4a2e5
304,Wilfred Ndidi,ng NGA,MFDF,Leicester City,25-324,1996,8,7,581,6.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches,6b47c5db
305,Reiss Nelson,eng ENG,FW,Arsenal,22-330,1999,1,0,64,0.7,2,1,2,0,0,0,0,2.81,1.41,4.22,2.81,4.22,0.6,0.6,0.1,0.7,0.89,0.11,1.00,0.89,1.00,Matches,c5bdb6e3
306,Neto,br BRA,GK,Bournemouth,33-109,1989,8,8,675,7.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a9dc785c
307,Pedro Neto,pt POR,FWMF,Wolves,22-241,2000,8,8,599,6.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.2,1.9,0.10,0.18,0.28,0.10,0.28,Matches,7ba2eaa9
308,Rúben Neves,pt POR,MFDF,Wolves,25-237,1997,12,12,1080,12.0,3,0,2,1,1,6,0,0.25,0.00,0.25,0.17,0.17,1.4,0.6,0.3,0.9,0.12,0.02,0.14,0.05,0.07,Matches,44bfb6c5
309,Moussa Niakhate,fr FRA,DF,Nott'ham Forest,26-242,1996,2,2,160,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.15,0.00,0.15,0.15,0.15,Matches,00242715
310,Rasmus Nissen,dk DEN,DF,Leeds United,25-117,1997,10,10,870,9.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.9,0.03,0.07,0.09,0.03,0.09,Matches,39769cff
311,Eddie Nketiah,eng ENG,FWMF,Arsenal,23-159,1999,12,0,152,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.9,0.41,0.10,0.51,0.41,0.51,Matches,a53649b7
312,Matheus Nunes,pt POR,MF,Wolves,24-070,1998,11,11,846,9.4,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,1.1,1.1,1.2,2.3,0.12,0.13,0.25,0.12,0.25,Matches,e6af02e0
313,Darwin Núñez,uy URU,FW,Liverpool,23-134,1999,8,5,432,4.8,3,1,3,0,0,0,1,0.62,0.21,0.83,0.62,0.83,3.6,3.6,1.4,5.0,0.75,0.30,1.05,0.75,1.05,Matches,4d77b365
314,Ethan Nwaneri,eng ENG,MF,Arsenal,15-229,2007,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7f94982c
315,Christian Nørgaard,dk DEN,MF,Brentford,28-240,1994,4,4,309,3.4,1,0,1,0,0,0,0,0.29,0.00,0.29,0.29,0.29,0.4,0.4,0.1,0.5,0.12,0.03,0.14,0.12,0.14,Matches,df0a4c90
316,Lewis O'Brien,eng ENG,MF,Nott'ham Forest,24-022,1998,9,6,495,5.5,1,0,1,0,0,2,0,0.18,0.00,0.18,0.18,0.18,0.3,0.3,0.2,0.5,0.05,0.04,0.09,0.05,0.09,Matches,089667a5
317,Angelo Ogbonna,it ITA,DF,West Ham,34-166,1988,2,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.39,0.39,0.00,0.39,Matches,74b2cd7e
318,Michael Olise,fr FRA,MFFW,Crystal Palace,20-328,2001,11,6,574,6.4,0,2,0,0,0,1,0,0.00,0.31,0.31,0.00,0.31,0.7,0.7,1.4,2.1,0.11,0.22,0.33,0.11,0.33,Matches,c4486bac
319,Robin Olsen,se SWE,GK,Aston Villa,32-301,1990,1,0,56,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e7ee38c3
320,Amadou Onana,be BEL,MF,Everton,21-081,2001,12,10,901,10.0,0,1,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,1.5,1.5,0.9,2.4,0.15,0.09,0.24,0.15,0.24,Matches,828657ff
321,Josh Onomah,eng ENG,MF,Fulham,25-192,1997,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,6612cd8c
322,Frank Onyeka,ng NGA,MF,Brentford,24-308,1998,10,3,311,3.5,0,1,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,0.2,0.2,0.5,0.7,0.06,0.13,0.19,0.06,0.19,Matches,2944f86f
